1,100
2,99
3,98
4,97
5,96
6,95
7,94
8,93
9,92
10,91
11,90
12,89
13,88
14,87
15,86
16,85
17,84
18,83
19,82
20,81
21,80
22,79
23,78
24,77
25,76
26,75
27,74
28,73
29,72
30,71
31,70
32,69
33,68
34,67
35,66
36,65
37,64
38,63
39,62
40,61
41,60
42,59
43,58
44,57
45,56
46,55
47,54
48,53
49,52
50,51
1,99
100,98
2,97
3,96
4,95
5,94
6,93
7,92
8,91
9,90
10,89
11,88
12,87
13,86
14,85
15,84
16,83
17,82
18,81
19,80
20,79
21,78
22,77
23,76
24,75
25,74
26,73
27,72
28,71
29,70
30,69
31,68
32,67
33,66
34,65
35,64
36,63
37,62
38,61
39,60
40,59
41,58
42,57
43,56
44,55
45,54
46,53
47,52
48,51
49,50
1,98
99,97
100,96
2,95
3,94
4,93
5,92
6,91
7,90
8,89
9,88
10,87
11,86
12,85
13,84
14,83
15,82
16,81
17,80
18,79
19,78
20,77
21,76
22,75
23,74
24,73
25,72
26,71
27,70
28,69
29,68
30,67
31,66
32,65
33,64
34,63
35,62
36,61
37,60
38,59
39,58
40,57
41,56
42,55
43,54
44,53
45,52
46,51
47,50
48,49
1,97
98,96
99,95
100,94
2,93
3,92
4,91
5,90
6,89
7,88
8,87
9,86
10,85
11,84
12,83
13,82
14,81
15,80
16,79
17,78
18,77
19,76
20,75
21,74
22,73
23,72
24,71
25,70
26,69
27,68
28,67
29,66
30,65
31,64
32,63
33,62
34,61
35,60
36,59
37,58
38,57
39,56
40,55
41,54
42,53
43,52
44,51
45,50
46,49
47,48
1,96
97,95
98,94
99,93
100,92
2,91
3,90
4,89
5,88
6,87
7,86
8,85
9,84
10,83
11,82
12,81
13,80
14,79
15,78
16,77
17,76
18,75
19,74
20,73
21,72
22,71
23,70
24,69
25,68
26,67
27,66
28,65
29,64
30,63
31,62
32,61
33,60
34,59
35,58
36,57
37,56
38,55
39,54
40,53
41,52
42,51
43,50
44,49
45,48
46,47
1,95
96,94
97,93
98,92
99,91
100,90
2,89
3,88
4,87
5,86
6,85
7,84
